Time,EncoderPosition,TargetCounts
3.02,0,700
3.02,0,700
3.02,0,700
3.02,0,700
3.02,0,700
3.02,0,700
3.03,2,700
3.04,8,700
3.05,18,700
3.07,33,700
3.08,50,700
3.1,70,700
3.11,93,700
3.12,117,700
3.14,144,700
3.15,173,700
3.17,203,700
3.18,234,700
3.19,266,700
3.21,298,700
3.22,331,700
3.24,364,700
3.25,398,700
3.27,432,700
3.28,466,700
3.3,501,700
3.31,536,700
3.33,571,700
3.34,606,700
3.36,641,700
3.37,676,700
3.38,712,700
3.4,735,700
3.41,735,700
3.43,735,700
3.44,735,700
3.46,735,700
3.47,735,700
3.49,735,700
3.5,735,700
3.52,735,700
3.53,735,700
3.55,735,700
3.56,735,700
3.57,735,700
3.59,735,700
3.6,735,700
3.62,735,700
3.63,735,700
3.65,735,700
3.66,735,700
3.68,735,700
3.69,735,700
3.7,735,700
3.72,735,700
3.73,735,700
3.75,735,700
3.76,735,700
3.78,735,700
3.79,735,700
3.81,735,700
3.82,735,700
3.84,735,700
3.85,735,700
3.86,735,700
3.88,735,700
3.89,735,700
3.91,735,700
3.92,735,700
3.94,735,700
3.95,735,700
3.97,735,700
3.98,735,700
4.0,735,700
4.01,735,700
4.03,735,700
4.04,735,700
4.05,735,700
4.07,735,700
4.08,735,700
4.1,735,700
4.11,735,700
4.13,735,700
4.14,735,700
4.16,735,700
4.17,735,700
4.19,735,700
4.2,735,700
4.21,735,700
4.23,735,700
4.24,735,700
4.26,735,700
4.27,735,700
4.29,735,700
4.3,735,700
4.32,735,700
4.33,735,700
4.34,735,700
4.36,735,700
4.37,735,700
4.39,735,700
4.4,735,700
4.42,735,700
4.43,735,700
4.45,735,700
4.46,735,700
4.48,735,700
4.49,735,700
4.51,735,700
4.52,735,700
4.53,735,700
4.55,735,700
4.56,735,700
4.58,735,700
4.59,735,700
4.61,735,700
4.62,735,700
4.64,735,700
4.65,735,700
4.67,735,700
4.68,735,700
4.7,735,700
4.71,735,700
4.72,735,700
4.74,735,700
4.75,735,700
4.77,735,700
4.78,735,700
4.8,735,700
4.81,735,700
4.83,735,700
4.84,735,700
4.85,735,700
4.87,735,700
4.88,735,700
4.9,735,700
4.91,735,700
4.93,735,700
4.94,735,700
4.96,735,700
4.97,735,700
4.99,735,700
5.0,735,700
5.01,735,700
5.03,735,700
5.04,735,700
5.06,735,700
5.07,735,700
5.09,735,700
5.1,735,700
5.12,735,700
5.13,735,700
5.15,735,700
5.16,735,700
5.18,735,700
5.19,735,700
5.2,735,700
5.22,735,700
5.23,735,700
5.25,735,700
5.26,735,700
5.28,735,700
5.29,735,700
5.31,735,700
5.32,735,700
5.34,735,700
5.35,735,700
5.36,735,700
5.38,735,700
5.39,735,700
5.41,735,700
5.42,735,700
5.44,735,700
5.45,735,700
5.47,735,700
5.48,735,700
5.5,735,700
5.51,735,700
5.52,735,700
5.54,735,700
5.55,735,700
5.57,735,700
5.58,735,700
5.6,735,700
5.61,735,700
5.63,735,700
5.64,735,700
5.66,735,700
5.67,735,700
5.69,735,700
5.7,735,700
5.71,735,700
5.73,735,700
5.74,735,700
5.76,735,700
5.77,735,700
5.79,735,700
5.8,735,700
5.82,735,700
5.83,735,700
5.84,735,700
5.86,735,700
5.87,735,700
5.89,735,700
5.9,735,700
5.92,735,700
5.93,735,700
5.95,735,700
5.96,735,700
5.98,735,700
5.99,735,700
6.01,735,700
6.02,735,700
6.03,735,700
6.05,735,700
6.06,735,700
6.08,735,700
6.09,735,700
6.11,735,700
6.12,735,700
6.14,735,700
6.15,735,700
6.17,735,700
6.18,735,700
6.19,735,700
6.21,735,700
6.22,735,700
6.24,735,700
6.25,735,700
6.27,735,700
6.28,735,700
6.3,735,700
6.31,735,700
6.32,735,700
6.34,735,700
6.35,735,700
6.37,735,700
6.38,735,700
6.4,735,700
6.41,735,700
6.43,735,700
6.44,735,700
6.46,735,700
6.47,735,700
6.49,735,700
6.5,735,700
6.51,735,700
6.53,735,700
6.54,735,700
6.56,735,700
6.57,735,700
6.59,735,700
6.6,735,700
6.62,735,700
6.63,735,700
6.65,735,700
6.66,735,700
6.68,735,700
6.69,735,700
6.7,735,700
6.72,735,700
6.73,735,700
6.75,735,700
6.76,735,700
6.78,735,700
6.79,735,700
6.81,735,700
6.82,735,700
6.84,735,700
6.85,735,700
6.86,735,700
6.88,735,700
6.89,735,700
6.91,735,700
6.92,735,700
6.94,735,700
6.95,735,700
6.97,735,700
6.98,735,700
6.99,735,700
7.01,735,700
7.02,735,700
7.04,735,700
7.05,735,700
7.07,735,700
7.08,735,700
7.1,735,700
7.11,735,700
7.13,735,700
7.14,735,700
7.16,735,700
7.17,735,700
7.18,735,700
7.2,735,700
7.21,735,700
7.23,735,700
7.24,735,700
7.26,735,700
7.27,735,700
7.29,735,700
7.3,735,700
7.32,735,700
7.33,735,700
7.34,735,700
7.36,735,700
7.37,735,700
7.39,735,700
7.4,735,700
7.42,735,700
7.43,735,700
7.45,735,700
7.46,735,700
7.48,735,700
7.49,735,700
7.5,735,700
7.52,735,700
7.53,735,700
7.55,735,700
7.56,735,700
7.58,735,700
7.59,735,700
7.61,735,700
7.62,735,700
7.64,735,700
7.65,735,700
7.67,735,700
7.68,735,700
7.69,735,700
7.71,735,700
7.72,735,700
7.74,735,700
7.75,735,700
7.77,735,700
7.78,735,700
7.8,735,700
7.81,735,700
7.82,735,700
7.84,735,700
7.85,735,700
7.87,735,700
7.88,735,700
7.9,735,700
7.91,735,700
7.93,735,700
7.94,735,700
7.96,735,700
7.97,735,700
7.99,735,700
8.0,735,700
8.01,735,700
8.03,735,700
8.04,735,700
8.06,735,700
8.07,735,700
8.09,735,700
8.1,735,700
8.12,735,700
8.13,735,700
8.15,735,700
8.16,735,700
8.17,735,700
8.19,735,700
8.2,735,700
8.22,735,700
8.23,735,700
8.25,735,700
8.26,735,700
8.28,735,700
8.29,735,700
8.31,735,700
8.32,735,700
8.34,735,700
8.35,735,700
8.36,735,700
8.38,735,700
8.39,735,700
8.41,735,700
8.42,735,700
8.44,735,700
8.45,735,700
8.47,735,700
8.48,735,700
8.5,735,700
8.51,735,700
8.52,735,700
8.54,735,700
8.55,735,700
8.57,735,700
8.58,735,700
8.6,735,700
8.61,735,700
8.63,735,700
8.64,735,700
8.65,735,700
8.67,735,700
8.68,735,700
8.7,735,700
8.71,735,700
8.73,735,700
8.74,735,700
8.76,735,700
8.77,735,700
8.78,735,700
8.8,735,700
8.81,735,700
8.83,735,700
8.84,735,700
8.86,735,700
8.87,735,700
8.89,735,700
8.9,735,700
8.92,735,700
8.93,735,700
8.95,735,700
8.96,735,700
8.98,735,700
8.99,735,700
9.01,735,700
9.02,735,700
9.03,735,700
9.05,735,700
9.06,735,700
9.08,735,700
9.09,735,700
9.11,735,700
9.12,735,700
9.14,735,700
9.15,735,700
9.16,735,700
9.18,735,700
9.19,735,700
9.21,735,700
9.22,735,700
9.24,735,700
9.25,735,700
9.27,735,700
9.28,735,700
9.3,735,700
9.31,735,700
9.32,735,700
9.34,735,700
9.35,735,700
9.37,735,700
9.38,735,700
9.4,735,700
9.41,735,700
9.43,735,700
9.44,735,700
9.46,735,700
9.47,735,700
9.48,735,700
9.5,735,700
9.51,735,700
9.53,735,700
9.54,735,700
9.56,735,700
9.57,735,700
9.59,735,700
9.6,735,700
9.62,735,700
9.63,735,700
9.65,735,700
9.66,735,700
9.67,735,700
9.69,735,700
9.7,735,700
9.72,735,700
9.73,735,700
9.75,735,700
9.76,735,700
9.78,735,700
9.79,735,700
9.81,735,700
9.82,735,700
9.83,735,700
9.85,735,700
9.86,735,700
9.88,735,700
9.89,735,700
9.91,735,700
9.92,735,700
9.94,735,700
9.95,735,700
9.97,735,700
9.98,735,700
10.0,735,700
10.01,735,700
10.02,735,700
10.04,735,700
10.06,735,700
10.07,735,700
10.09,735,700
10.1,735,700
10.12,735,700
10.14,735,700
10.15,735,700
10.17,735,700
10.18,735,700
10.2,735,700
10.21,735,700
10.23,735,700
10.24,735,700
10.26,735,700
10.27,735,700
10.29,735,700
10.31,735,700
10.32,735,700
10.34,735,700
10.35,735,700
10.37,735,700
10.38,735,700
10.4,735,700
10.42,735,700
10.43,735,700
10.45,735,700
10.46,735,700
10.48,735,700
10.49,735,700
10.51,735,700
10.52,735,700
10.54,735,700
10.56,735,700
10.57,735,700
10.59,735,700
