Time,EncoderPosition,TargetCounts
3.02,0,-700
3.04,0,-700
3.05,-5,-700
3.07,-12,-700
3.08,-21,-700
3.1,-33,-700
3.11,-46,-700
3.13,-61,-700
3.14,-77,-700
3.16,-95,-700
3.18,-113,-700
3.19,-134,-700
3.21,-156,-700
3.23,-178,-700
3.24,-201,-700
3.26,-225,-700
3.27,-249,-700
3.29,-274,-700
3.31,-299,-700
3.32,-325,-700
3.34,-351,-700
3.36,-377,-700
3.38,-403,-700
3.39,-430,-700
3.41,-456,-700
3.43,-483,-700
3.44,-510,-700
3.46,-537,-700
3.47,-564,-700
3.49,-591,-700
3.51,-618,-700
3.52,-645,-700
3.54,-672,-700
3.56,-699,-700
3.57,-726,-700
3.59,-743,-700
3.61,-748,-700
3.62,-746,-700
3.64,-739,-700
3.66,-730,-700
3.67,-718,-700
3.69,-704,-700
3.71,-689,-700
3.72,-684,-700
3.74,-687,-700
3.76,-695,-700
3.77,-704,-700
3.79,-706,-700
3.81,-702,-700
3.82,-696,-700
3.84,-697,-700
3.86,-699,-700
3.87,-699,-700
3.89,-699,-700
3.91,-699,-700
3.92,-699,-700
3.94,-699,-700
3.96,-699,-700
3.97,-699,-700
3.99,-699,-700
4.01,-699,-700
4.02,-699,-700
4.04,-699,-700
4.06,-699,-700
4.07,-699,-700
4.09,-699,-700
4.11,-699,-700
4.12,-699,-700
4.14,-699,-700
4.16,-699,-700
4.17,-699,-700
4.19,-699,-700
4.21,-699,-700
4.22,-699,-700
4.24,-699,-700
4.26,-699,-700
4.27,-699,-700
4.29,-699,-700
4.31,-699,-700
4.32,-699,-700
4.34,-699,-700
4.36,-699,-700
4.37,-699,-700
4.39,-699,-700
4.41,-699,-700
4.42,-699,-700
4.44,-699,-700
4.46,-699,-700
4.47,-699,-700
4.49,-699,-700
4.51,-699,-700
4.52,-699,-700
4.54,-699,-700
4.56,-699,-700
4.57,-699,-700
4.59,-699,-700
4.61,-699,-700
4.62,-699,-700
4.64,-699,-700
4.66,-699,-700
4.67,-699,-700
4.69,-699,-700
4.71,-699,-700
4.72,-699,-700
4.74,-699,-700
4.76,-699,-700
4.77,-699,-700
4.79,-699,-700
4.8,-699,-700
4.82,-699,-700
4.84,-699,-700
4.86,-699,-700
4.87,-699,-700
4.89,-699,-700
4.91,-699,-700
4.92,-699,-700
4.94,-699,-700
4.96,-699,-700
4.97,-699,-700
4.99,-699,-700
5.01,-699,-700
5.02,-699,-700
5.04,-699,-700
5.05,-699,-700
5.07,-699,-700
5.09,-699,-700
5.11,-699,-700
5.12,-699,-700
5.14,-699,-700
5.16,-699,-700
5.17,-699,-700
5.19,-699,-700
5.2,-699,-700
5.22,-699,-700
5.24,-699,-700
5.26,-699,-700
5.27,-699,-700
5.29,-699,-700
5.3,-699,-700
5.32,-699,-700
5.34,-699,-700
5.36,-699,-700
5.37,-699,-700
5.39,-699,-700
5.4,-699,-700
5.42,-699,-700
5.44,-699,-700
5.45,-699,-700
5.47,-699,-700
5.49,-699,-700
5.51,-699,-700
5.52,-699,-700
5.54,-699,-700
5.55,-699,-700
5.57,-699,-700
5.59,-699,-700
5.6,-699,-700
5.62,-699,-700
5.64,-699,-700
5.65,-699,-700
5.67,-699,-700
5.69,-699,-700
5.7,-699,-700
5.72,-699,-700
5.74,-699,-700
5.75,-699,-700
5.77,-699,-700
5.79,-699,-700
5.8,-699,-700
5.82,-699,-700
5.84,-699,-700
5.85,-699,-700
5.87,-699,-700
5.89,-699,-700
5.9,-699,-700
5.92,-699,-700
5.94,-699,-700
5.95,-699,-700
5.97,-699,-700
5.99,-699,-700
6.0,-699,-700
6.02,-699,-700
6.04,-699,-700
6.05,-699,-700
6.07,-699,-700
6.09,-699,-700
6.1,-699,-700
6.12,-699,-700
6.14,-699,-700
6.15,-699,-700
6.17,-699,-700
6.19,-699,-700
6.2,-699,-700
6.22,-699,-700
6.24,-699,-700
6.25,-699,-700
6.27,-699,-700
6.29,-699,-700
6.3,-699,-700
6.32,-699,-700
6.34,-699,-700
6.35,-699,-700
6.37,-699,-700
6.39,-699,-700
6.4,-699,-700
6.42,-699,-700
6.44,-699,-700
6.45,-699,-700
6.47,-699,-700
6.49,-699,-700
6.5,-699,-700
6.52,-699,-700
6.54,-699,-700
6.55,-699,-700
6.57,-699,-700
6.59,-699,-700
6.6,-699,-700
6.62,-699,-700
6.64,-699,-700
6.65,-699,-700
6.67,-699,-700
6.69,-699,-700
6.7,-699,-700
6.72,-699,-700
6.74,-699,-700
6.75,-699,-700
6.77,-699,-700
6.79,-699,-700
6.8,-699,-700
6.82,-699,-700
6.84,-699,-700
6.85,-699,-700
6.87,-699,-700
6.89,-699,-700
6.9,-699,-700
6.92,-699,-700
6.94,-699,-700
6.95,-699,-700
6.97,-699,-700
6.99,-699,-700
7.0,-699,-700
7.02,-699,-700
7.03,-699,-700
7.05,-699,-700
7.07,-699,-700
7.09,-699,-700
7.1,-699,-700
7.12,-699,-700
7.14,-699,-700
7.15,-699,-700
7.17,-699,-700
7.19,-699,-700
7.2,-699,-700
7.22,-699,-700
7.24,-699,-700
7.25,-699,-700
7.27,-699,-700
7.28,-699,-700
7.3,-699,-700
7.32,-699,-700
7.33,-699,-700
7.35,-699,-700
7.37,-699,-700
7.39,-699,-700
7.4,-699,-700
7.42,-699,-700
7.44,-699,-700
7.45,-699,-700
7.47,-699,-700
7.49,-699,-700
7.5,-699,-700
7.52,-699,-700
7.53,-699,-700
7.55,-699,-700
7.57,-699,-700
7.58,-699,-700
7.6,-699,-700
7.62,-699,-700
7.63,-699,-700
7.65,-699,-700
7.67,-699,-700
7.69,-699,-700
7.7,-699,-700
