Time,EncoderPosition,TargetCounts
3.02,0,350
3.02,0,350
3.02,0,350
3.02,0,350
3.02,0,350
3.02,0,350
3.03,1,350
3.04,2,350
3.05,6,350
3.07,10,350
3.08,18,350
3.09,26,350
3.11,36,350
3.12,48,350
3.13,60,350
3.15,74,350
3.16,88,350
3.18,103,350
3.19,120,350
3.21,137,350
3.22,155,350
3.23,174,350
3.25,193,350
3.26,212,350
3.28,232,350
3.29,252,350
3.31,273,350
3.32,293,350
3.34,314,350
3.35,335,350
3.36,356,350
3.38,376,350
3.39,397,350
3.41,410,350
3.42,413,350
3.44,410,350
3.45,404,350
3.47,396,350
3.48,386,350
3.5,376,350
3.51,363,350
3.52,350,350
3.54,336,350
3.55,322,350
3.57,315,350
3.58,316,350
3.6,320,350
3.61,326,350
3.63,334,350
3.64,345,350
3.66,356,350
3.67,369,350
3.69,374,350
3.7,371,350
3.71,366,350
3.73,359,350
3.74,350,350
3.76,340,350
3.77,329,350
3.79,325,350
3.8,327,350
3.82,331,350
3.83,338,350
3.85,346,350
3.86,356,350
3.87,367,350
3.89,372,350
3.9,371,350
3.92,367,350
3.93,361,350
3.95,354,350
3.96,344,350
3.98,334,350
3.99,331,350
4.01,333,350
4.02,338,350
4.03,346,350
4.05,355,350
4.06,361,350
4.08,361,350
4.09,361,350
4.11,361,350
4.12,361,350
4.14,361,350
4.15,361,350
4.17,361,350
4.18,361,350
4.19,361,350
4.21,361,350
4.22,361,350
4.24,361,350
4.25,361,350
4.27,361,350
4.28,361,350
4.3,361,350
4.31,361,350
4.32,361,350
4.34,361,350
4.36,361,350
4.37,361,350
4.38,361,350
4.4,361,350
4.41,361,350
4.43,361,350
4.44,361,350
4.46,361,350
4.47,361,350
4.49,361,350
4.5,361,350
4.51,361,350
4.53,361,350
4.54,361,350
4.56,361,350
4.57,361,350
4.59,361,350
4.6,361,350
4.62,361,350
4.63,361,350
4.65,361,350
4.66,361,350
4.68,361,350
4.69,361,350
4.7,361,350
4.72,361,350
4.73,361,350
4.75,361,350
4.76,361,350
4.78,361,350
4.79,361,350
4.81,361,350
4.82,361,350
4.84,361,350
4.85,361,350
4.86,361,350
4.88,361,350
4.89,361,350
4.91,361,350
4.92,361,350
4.94,361,350
4.95,361,350
4.97,361,350
4.98,361,350
5.0,361,350
5.01,361,350
5.02,361,350
5.04,361,350
5.05,361,350
5.07,361,350
5.08,361,350
5.1,361,350
5.11,361,350
5.13,361,350
5.14,361,350
5.16,361,350
5.17,361,350
5.18,361,350
5.2,361,350
5.21,361,350
5.23,361,350
5.24,361,350
5.26,361,350
5.27,361,350
5.29,361,350
5.3,361,350
5.32,361,350
5.33,361,350
5.34,361,350
5.36,361,350
5.37,361,350
5.39,361,350
5.4,361,350
5.42,361,350
5.43,361,350
5.45,361,350
5.46,361,350
5.48,361,350
5.49,361,350
5.51,361,350
5.52,361,350
5.53,361,350
5.55,361,350
5.56,361,350
5.58,361,350
5.59,361,350
5.61,361,350
5.62,361,350
5.64,361,350
5.65,361,350
5.66,361,350
5.68,361,350
5.69,361,350
5.71,361,350
5.72,361,350
5.74,361,350
5.75,361,350
5.77,361,350
5.78,361,350
5.8,361,350
5.81,361,350
5.82,361,350
5.84,361,350
5.85,361,350
5.87,361,350
5.88,361,350
5.9,361,350
5.91,361,350
5.93,361,350
5.94,361,350
5.96,361,350
5.97,361,350
5.99,361,350
6.0,361,350
6.01,361,350
6.03,361,350
6.04,361,350
6.06,361,350
6.07,361,350
6.09,361,350
6.1,361,350
6.12,361,350
6.13,361,350
6.15,361,350
6.16,361,350
6.17,361,350
6.19,361,350
6.2,361,350
6.22,361,350
6.23,361,350
6.25,361,350
6.26,361,350
6.28,361,350
6.29,361,350
